query_id,canonical_target,gold_file,gold_line,gold_rank,hit@5,hit@10,hit@15,hit@20,rr@5,rr@10,rr@15,rr@20
L030-Q2,core/src/main/scala/kafka/server/KafkaRequestHandler.scala:124,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,124,1,True,True,True,True,1.0,1.0,1.0,1.0
L030-Q3,core/src/main/scala/kafka/server/KafkaRequestHandler.scala:124,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,124,1,True,True,True,True,1.0,1.0,1.0,1.0
L031-Q1,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:413,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,413,1,True,True,True,True,1.0,1.0,1.0,1.0
L031-Q2,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:413,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,413,2,True,True,True,True,0.5,0.5,0.5,0.5
L031-Q3,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:413,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,413,1,True,True,True,True,1.0,1.0,1.0,1.0
L032-Q1,core/src/main/scala/kafka/server/AlterPartitionManager.scala:247,core/src/main/scala/kafka/server/AlterPartitionManager.scala,247,6,False,True,True,True,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
L032-Q2,core/src/main/scala/kafka/server/AlterPartitionManager.scala:247,core/src/main/scala/kafka/server/AlterPartitionManager.scala,247,2,True,True,True,True,0.5,0.5,0.5,0.5
L032-Q3,core/src/main/scala/kafka/server/AlterPartitionManager.scala:247,core/src/main/scala/kafka/server/AlterPartitionManager.scala,247,1,True,True,True,True,1.0,1.0,1.0,1.0
L033-Q1,core/src/main/scala/kafka/network/SocketServer.scala:691,core/src/main/scala/kafka/network/SocketServer.scala,691,1,True,True,True,True,1.0,1.0,1.0,1.0
L033-Q2,core/src/main/scala/kafka/network/SocketServer.scala:691,core/src/main/scala/kafka/network/SocketServer.scala,691,1,True,True,True,True,1.0,1.0,1.0,1.0
L033-Q3,core/src/main/scala/kafka/network/SocketServer.scala:691,core/src/main/scala/kafka/network/SocketServer.scala,691,11,False,False,True,True,0.0,0.0,0.09090909090909091,0.09090909090909091
L034-Q1,core/src/main/scala/kafka/server/ReplicaManager.scala:2465,core/src/main/scala/kafka/server/ReplicaManager.scala,2465,1,True,True,True,True,1.0,1.0,1.0,1.0
L034-Q2,core/src/main/scala/kafka/server/ReplicaManager.scala:2465,core/src/main/scala/kafka/server/ReplicaManager.scala,2465,5,True,True,True,True,0.2,0.2,0.2,0.2
L034-Q3,core/src/main/scala/kafka/server/ReplicaManager.scala:2465,core/src/main/scala/kafka/server/ReplicaManager.scala,2465,1,True,True,True,True,1.0,1.0,1.0,1.0
L035-Q1,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:1014,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,117,False,False,False,False,0.0,0.0,0.0,0.0
L035-Q2,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:1014,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,423,False,False,False,False,0.0,0.0,0.0,0.0
L035-Q3,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:1014,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,617,False,False,False,False,0.0,0.0,0.0,0.0
L036-Q1,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:444,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,3,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L036-Q2,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:444,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,13,False,False,True,True,0.0,0.0,0.07692307692307693,0.07692307692307693
L036-Q3,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:444,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,6,False,True,True,True,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
L037-Q1,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:568,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,1,True,True,True,True,1.0,1.0,1.0,1.0
L037-Q2,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:568,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,7,False,True,True,True,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
L037-Q3,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:568,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,1,True,True,True,True,1.0,1.0,1.0,1.0
L038-Q1,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:175,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,1,True,True,True,True,1.0,1.0,1.0,1.0
L038-Q2,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:175,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,8,False,True,True,True,0.0,0.125,0.125,0.125
L038-Q3,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:175,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,4,True,True,True,True,0.25,0.25,0.25,0.25
L039-Q1,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:394,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,16,False,False,False,True,0.0,0.0,0.0,0.0625
L039-Q2,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:394,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,1,True,True,True,True,1.0,1.0,1.0,1.0
L039-Q3,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:394,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,1,True,True,True,True,1.0,1.0,1.0,1.0
L040-Q1,core/src/main/scala/kafka/server/FetchSession.scala:731,core/src/main/scala/kafka/server/FetchSession.scala,731,37,False,False,False,False,0.0,0.0,0.0,0.0
L040-Q2,core/src/main/scala/kafka/server/FetchSession.scala:731,core/src/main/scala/kafka/server/FetchSession.scala,731,2,True,True,True,True,0.5,0.5,0.5,0.5
L040-Q3,core/src/main/scala/kafka/server/FetchSession.scala:731,core/src/main/scala/kafka/server/FetchSession.scala,731,2,True,True,True,True,0.5,0.5,0.5,0.5
L041-Q1,core/src/main/scala/kafka/server/FetchSession.scala:550,core/src/main/scala/kafka/server/FetchSession.scala,550,3,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L041-Q2,core/src/main/scala/kafka/server/FetchSession.scala:550,core/src/main/scala/kafka/server/FetchSession.scala,550,10,False,True,True,True,0.0,0.1,0.1,0.1
L041-Q3,core/src/main/scala/kafka/server/FetchSession.scala:550,core/src/main/scala/kafka/server/FetchSession.scala,550,2,True,True,True,True,0.5,0.5,0.5,0.5
L042-Q1,core/src/main/scala/kafka/network/SocketServer.scala:548,core/src/main/scala/kafka/network/SocketServer.scala,548,1,True,True,True,True,1.0,1.0,1.0,1.0
L042-Q2,core/src/main/scala/kafka/network/SocketServer.scala:548,core/src/main/scala/kafka/network/SocketServer.scala,548,1,True,True,True,True,1.0,1.0,1.0,1.0
L042-Q3,core/src/main/scala/kafka/network/SocketServer.scala:548,core/src/main/scala/kafka/network/SocketServer.scala,548,2,True,True,True,True,0.5,0.5,0.5,0.5
L043-Q1,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala:313,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,1,True,True,True,True,1.0,1.0,1.0,1.0
L043-Q2,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala:313,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,1,True,True,True,True,1.0,1.0,1.0,1.0
L043-Q3,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala:313,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,1,True,True,True,True,1.0,1.0,1.0,1.0
L044-Q1,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:584,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,1,True,True,True,True,1.0,1.0,1.0,1.0
L044-Q2,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:584,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,1,True,True,True,True,1.0,1.0,1.0,1.0
L044-Q3,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:584,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,1,True,True,True,True,1.0,1.0,1.0,1.0
L045-Q1,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:267,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,10,False,True,True,True,0.0,0.1,0.1,0.1
L045-Q2,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:267,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,2,True,True,True,True,0.5,0.5,0.5,0.5
L045-Q3,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:267,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,2,True,True,True,True,0.5,0.5,0.5,0.5
L046-Q1,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:554,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,1,True,True,True,True,1.0,1.0,1.0,1.0
L046-Q2,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:554,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,1,True,True,True,True,1.0,1.0,1.0,1.0
L046-Q3,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:554,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,4,True,True,True,True,0.25,0.25,0.25,0.25
L047-Q1,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala:107,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala,107,1,True,True,True,True,1.0,1.0,1.0,1.0
L047-Q2,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala:107,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala,107,1,True,True,True,True,1.0,1.0,1.0,1.0
L047-Q3,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala:107,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala,107,3,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L048-Q1,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:447,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,447,1,True,True,True,True,1.0,1.0,1.0,1.0
L048-Q2,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:447,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,447,7,False,True,True,True,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
L048-Q3,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:447,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,447,1,True,True,True,True,1.0,1.0,1.0,1.0
L049-Q1,metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java:414,metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,414,2,True,True,True,True,0.5,0.5,0.5,0.5
L049-Q2,metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java:414,metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,414,14,False,False,True,True,0.0,0.0,0.07142857142857142,0.07142857142857142
L049-Q3,metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java:414,metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,414,4,True,True,True,True,0.25,0.25,0.25,0.25
L050-Q1,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:406,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,406,13,False,False,True,True,0.0,0.0,0.07692307692307693,0.07692307692307693
L050-Q2,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:406,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,406,1,True,True,True,True,1.0,1.0,1.0,1.0
L050-Q3,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:406,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,406,1,True,True,True,True,1.0,1.0,1.0,1.0
L051-Q1,core/src/main/scala/kafka/log/LogManager.scala:689,core/src/main/scala/kafka/log/LogManager.scala,689,1,True,True,True,True,1.0,1.0,1.0,1.0
L051-Q2,core/src/main/scala/kafka/log/LogManager.scala:689,core/src/main/scala/kafka/log/LogManager.scala,689,1,True,True,True,True,1.0,1.0,1.0,1.0
L051-Q3,core/src/main/scala/kafka/log/LogManager.scala:689,core/src/main/scala/kafka/log/LogManager.scala,689,1,True,True,True,True,1.0,1.0,1.0,1.0
L052-Q1,core/src/main/scala/kafka/server/LocalLeaderEndPoint.scala:155,core/src/main/scala/kafka/server/LocalLeaderEndPoint.scala,155,1122,False,False,False,False,0.0,0.0,0.0,0.0
L052-Q2,core/src/main/scala/kafka/server/LocalLeaderEndPoint.scala:155,core/src/main/scala/kafka/server/LocalLeaderEndPoint.scala,155,18,False,False,False,True,0.0,0.0,0.0,0.05555555555555555
L052-Q3,core/src/main/scala/kafka/server/LocalLeaderEndPoint.scala:155,core/src/main/scala/kafka/server/LocalLeaderEndPoint.scala,155,29,False,False,False,False,0.0,0.0,0.0,0.0
L053-Q1,core/src/main/scala/kafka/server/RemoteLeaderEndPoint.scala:162,core/src/main/scala/kafka/server/RemoteLeaderEndPoint.scala,162,3,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L053-Q2,core/src/main/scala/kafka/server/RemoteLeaderEndPoint.scala:162,core/src/main/scala/kafka/server/RemoteLeaderEndPoint.scala,162,1,True,True,True,True,1.0,1.0,1.0,1.0
L053-Q3,core/src/main/scala/kafka/server/RemoteLeaderEndPoint.scala:162,core/src/main/scala/kafka/server/RemoteLeaderEndPoint.scala,162,1,True,True,True,True,1.0,1.0,1.0,1.0
L054-Q1,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala:290,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,290,1,True,True,True,True,1.0,1.0,1.0,1.0
L054-Q2,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala:290,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,290,1,True,True,True,True,1.0,1.0,1.0,1.0
L054-Q3,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala:290,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,290,1,True,True,True,True,1.0,1.0,1.0,1.0
L055-Q1,core/src/main/scala/kafka/server/ConfigAdminManager.scala:255,core/src/main/scala/kafka/server/ConfigAdminManager.scala,255,309,False,False,False,False,0.0,0.0,0.0,0.0
L055-Q2,core/src/main/scala/kafka/server/ConfigAdminManager.scala:255,core/src/main/scala/kafka/server/ConfigAdminManager.scala,255,436,False,False,False,False,0.0,0.0,0.0,0.0
L055-Q3,core/src/main/scala/kafka/server/ConfigAdminManager.scala:255,core/src/main/scala/kafka/server/ConfigAdminManager.scala,255,2,True,True,True,True,0.5,0.5,0.5,0.5
L056-Q1,core/src/main/scala/kafka/log/LogManager.scala:1488,core/src/main/scala/kafka/log/LogManager.scala,1488,430,False,False,False,False,0.0,0.0,0.0,0.0
L056-Q2,core/src/main/scala/kafka/log/LogManager.scala:1488,core/src/main/scala/kafka/log/LogManager.scala,1488,106,False,False,False,False,0.0,0.0,0.0,0.0
L056-Q3,core/src/main/scala/kafka/log/LogManager.scala:1488,core/src/main/scala/kafka/log/LogManager.scala,1488,14,False,False,True,True,0.0,0.0,0.07142857142857142,0.07142857142857142
L057-Q1,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:493,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,493,1,True,True,True,True,1.0,1.0,1.0,1.0
L057-Q2,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:493,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,493,4,True,True,True,True,0.25,0.25,0.25,0.25
L057-Q3,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:493,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,493,4,True,True,True,True,0.25,0.25,0.25,0.25
L058-Q1,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:272,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,272,2,True,True,True,True,0.5,0.5,0.5,0.5
L058-Q2,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:272,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,272,2,True,True,True,True,0.5,0.5,0.5,0.5
L058-Q3,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:272,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,272,2,True,True,True,True,0.5,0.5,0.5,0.5
L059-Q1,core/src/main/scala/kafka/server/ReplicaFetcherThread.scala:91,core/src/main/scala/kafka/server/ReplicaFetcherThread.scala,91,1,True,True,True,True,1.0,1.0,1.0,1.0
L059-Q2,core/src/main/scala/kafka/server/ReplicaFetcherThread.scala:91,core/src/main/scala/kafka/server/ReplicaFetcherThread.scala,91,1,True,True,True,True,1.0,1.0,1.0,1.0
L059-Q3,core/src/main/scala/kafka/server/ReplicaFetcherThread.scala:91,core/src/main/scala/kafka/server/ReplicaFetcherThread.scala,91,1,True,True,True,True,1.0,1.0,1.0,1.0
L060-Q1,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala:252,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,252,1,True,True,True,True,1.0,1.0,1.0,1.0
L060-Q2,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala:252,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,252,3,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L060-Q3,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala:252,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,252,1,True,True,True,True,1.0,1.0,1.0,1.0
L061-Q1,core/src/main/scala/kafka/server/BrokerServer.scala:785,core/src/main/scala/kafka/server/BrokerServer.scala,785,1,True,True,True,True,1.0,1.0,1.0,1.0
L061-Q2,core/src/main/scala/kafka/server/BrokerServer.scala:785,core/src/main/scala/kafka/server/BrokerServer.scala,785,38,False,False,False,False,0.0,0.0,0.0,0.0
L061-Q3,core/src/main/scala/kafka/server/BrokerServer.scala:785,core/src/main/scala/kafka/server/BrokerServer.scala,785,1,True,True,True,True,1.0,1.0,1.0,1.0
L062-Q1,core/src/main/scala/kafka/network/SocketServer.scala:945,core/src/main/scala/kafka/network/SocketServer.scala,945,1,True,True,True,True,1.0,1.0,1.0,1.0
L062-Q2,core/src/main/scala/kafka/network/SocketServer.scala:945,core/src/main/scala/kafka/network/SocketServer.scala,945,1,True,True,True,True,1.0,1.0,1.0,1.0
L062-Q3,core/src/main/scala/kafka/network/SocketServer.scala:945,core/src/main/scala/kafka/network/SocketServer.scala,945,1,True,True,True,True,1.0,1.0,1.0,1.0
L063-Q1,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:415,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,415,10,False,True,True,True,0.0,0.1,0.1,0.1
L063-Q2,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:415,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,415,7,False,True,True,True,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
L063-Q3,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:415,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,415,1,True,True,True,True,1.0,1.0,1.0,1.0
L064-Q1,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:497,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,497,265,False,False,False,False,0.0,0.0,0.0,0.0
L064-Q2,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:497,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,497,2,True,True,True,True,0.5,0.5,0.5,0.5
L064-Q3,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:497,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,497,2,True,True,True,True,0.5,0.5,0.5,0.5
L065-Q1,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:501,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,501,26,False,False,False,False,0.0,0.0,0.0,0.0
L065-Q2,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:501,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,501,63,False,False,False,False,0.0,0.0,0.0,0.0
L065-Q3,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:501,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,501,1,True,True,True,True,1.0,1.0,1.0,1.0
L066-Q1,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:550,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,550,1,True,True,True,True,1.0,1.0,1.0,1.0
L066-Q2,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:550,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,550,59,False,False,False,False,0.0,0.0,0.0,0.0
L066-Q3,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:550,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,550,1,True,True,True,True,1.0,1.0,1.0,1.0
L067-Q1,core/src/main/scala/kafka/server/ConfigAdminManager.scala:368,core/src/main/scala/kafka/server/ConfigAdminManager.scala,368,79,False,False,False,False,0.0,0.0,0.0,0.0
L067-Q2,core/src/main/scala/kafka/server/ConfigAdminManager.scala:368,core/src/main/scala/kafka/server/ConfigAdminManager.scala,368,1,True,True,True,True,1.0,1.0,1.0,1.0
L067-Q3,core/src/main/scala/kafka/server/ConfigAdminManager.scala:368,core/src/main/scala/kafka/server/ConfigAdminManager.scala,368,2,True,True,True,True,0.5,0.5,0.5,0.5
L068-Q1,core/src/main/scala/kafka/server/SharedServer.scala:347,core/src/main/scala/kafka/server/SharedServer.scala,347,6,False,True,True,True,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
L068-Q2,core/src/main/scala/kafka/server/SharedServer.scala:347,core/src/main/scala/kafka/server/SharedServer.scala,347,1,True,True,True,True,1.0,1.0,1.0,1.0
L068-Q3,core/src/main/scala/kafka/server/SharedServer.scala:347,core/src/main/scala/kafka/server/SharedServer.scala,347,1,True,True,True,True,1.0,1.0,1.0,1.0
L069-Q1,core/src/main/scala/kafka/server/KafkaRequestHandler.scala:149,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,149,3,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L069-Q2,core/src/main/scala/kafka/server/KafkaRequestHandler.scala:149,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,149,6,False,True,True,True,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
L069-Q3,core/src/main/scala/kafka/server/KafkaRequestHandler.scala:149,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,149,2,True,True,True,True,0.5,0.5,0.5,0.5
L070-Q1,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:496,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,496,1,True,True,True,True,1.0,1.0,1.0,1.0
L070-Q2,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:496,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,496,1,True,True,True,True,1.0,1.0,1.0,1.0
L070-Q3,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:496,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,496,1,True,True,True,True,1.0,1.0,1.0,1.0
L071-Q1,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:421,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,421,5,True,True,True,True,0.2,0.2,0.2,0.2
L071-Q2,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:421,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,421,5,True,True,True,True,0.2,0.2,0.2,0.2
L071-Q3,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:421,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,421,5,True,True,True,True,0.2,0.2,0.2,0.2
L072-Q1,core/src/main/scala/kafka/log/LogManager.scala:357,core/src/main/scala/kafka/log/LogManager.scala,357,583,False,False,False,False,0.0,0.0,0.0,0.0
L072-Q2,core/src/main/scala/kafka/log/LogManager.scala:357,core/src/main/scala/kafka/log/LogManager.scala,357,37,False,False,False,False,0.0,0.0,0.0,0.0
L072-Q3,core/src/main/scala/kafka/log/LogManager.scala:357,core/src/main/scala/kafka/log/LogManager.scala,357,4,True,True,True,True,0.25,0.25,0.25,0.25
L073-Q1,core/src/main/scala/kafka/server/BrokerServer.scala:729,core/src/main/scala/kafka/server/BrokerServer.scala,729,1,True,True,True,True,1.0,1.0,1.0,1.0
L073-Q2,core/src/main/scala/kafka/server/BrokerServer.scala:729,core/src/main/scala/kafka/server/BrokerServer.scala,729,1,True,True,True,True,1.0,1.0,1.0,1.0
L073-Q3,core/src/main/scala/kafka/server/BrokerServer.scala:729,core/src/main/scala/kafka/server/BrokerServer.scala,729,1,True,True,True,True,1.0,1.0,1.0,1.0
L074-Q1,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala:246,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,246,3,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L074-Q2,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala:246,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,246,4,True,True,True,True,0.25,0.25,0.25,0.25
L074-Q3,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala:246,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,246,1,True,True,True,True,1.0,1.0,1.0,1.0
L075-Q1,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:677,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,677,1,True,True,True,True,1.0,1.0,1.0,1.0
L075-Q2,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:677,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,677,7,False,True,True,True,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
L075-Q3,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:677,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,677,10,False,True,True,True,0.0,0.1,0.1,0.1
L076-Q1,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:1300,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1300,2,True,True,True,True,0.5,0.5,0.5,0.5
L076-Q2,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:1300,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1300,263,False,False,False,False,0.0,0.0,0.0,0.0
L076-Q3,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:1300,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1300,2,True,True,True,True,0.5,0.5,0.5,0.5
L077-Q1,metadata/src/main/java/org/apache/kafka/controller/ConfigurationControlManager.java:374,metadata/src/main/java/org/apache/kafka/controller/ConfigurationControlManager.java,374,2,True,True,True,True,0.5,0.5,0.5,0.5
L077-Q2,metadata/src/main/java/org/apache/kafka/controller/ConfigurationControlManager.java:374,metadata/src/main/java/org/apache/kafka/controller/ConfigurationControlManager.java,374,1,True,True,True,True,1.0,1.0,1.0,1.0
